Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,77240831587
Uruguay,URY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.367475176
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,22564.53246
Uruguay,URY,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Uruguay,URY,"Population, total",SP.POP.TOTL,3423108
Uruguay,URY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,95.771
Uruguay,URY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Uruguay,URY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.869103599
Uruguay,URY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.458
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,90889149307
Uzbekistan,UZB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.988975806
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,2496.107758
Uzbekistan,UZB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,36412350
Uzbekistan,UZB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.532
Uzbekistan,UZB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.472876072
Uzbekistan,UZB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Uzbekistan,UZB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,..
"Venezuela, RB",VEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,..
"Venezuela, RB",VEN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,28838499
"Venezuela, RB",VEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.438
"Venezuela, RB",VEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
"Venezuela, RB",VEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
"Venezuela, RB",VEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,28162630954
Zambia,ZMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.832474135
Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,1369.129365
Zambia,ZMB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Zambia,ZMB,"Population, total",SP.POP.TOTL,20569737
Zambia,ZMB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,46.335
Zambia,ZMB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Zambia,ZMB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.88453169
Zambia,ZMB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,26538273499
Zimbabwe,ZWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.955781703
Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,1592.416574
Zimbabwe,ZWE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,16665409
Zimbabwe,ZWE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,32.517
Zimbabwe,ZWE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Zimbabwe,ZWE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Zimbabwe,ZWE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.348
